uniprot_accession,go_id,aspect,go_name
P05177,GO:0004497,molecular_function,monooxygenase activity
P05177,GO:0004497,molecular_function,monooxygenase activity
P05177,GO:0004497,molecular_function,monooxygenase activity
P05177,GO:0004497,molecular_function,monooxygenase activity
P05177,GO:0004497,molecular_function,monooxygenase activity
P05177,GO:0004497,molecular_function,monooxygenase activity
P05177,GO:0004497,molecular_function,monooxygenase activity
P05177,GO:0004497,molecular_function,monooxygenase activity
P05177,GO:0004497,molecular_function,monooxygenase activity
P05177,GO:0004497,molecular_function,monooxygenase activity
P05177,GO:0004497,molecular_function,monooxygenase activity
P05177,GO:0004497,molecular_function,monooxygenase activity
P05177,GO:0004497,molecular_function,monooxygenase activity
P05177,GO:0004497,molecular_function,monooxygenase activity
P05177,GO:0004497,molecular_function,monooxygenase activity
P05177,GO:0004497,molecular_function,monooxygenase activity
P05177,GO:0004497,molecular_function,monooxygenase activity
P05177,GO:0004497,molecular_function,monooxygenase activity
P05177,GO:0004497,molecular_function,monooxygenase activity
P05177,GO:0004497,molecular_function,monooxygenase activity
P05177,GO:0005506,molecular_function,iron ion binding
P05177,GO:0005515,molecular_function,protein binding
P05177,GO:0005515,molecular_function,protein binding
P05177,GO:0008395,molecular_function,steroid hydroxylase activity
P05177,GO:0008395,molecular_function,steroid hydroxylase activity
P05177,GO:0009055,molecular_function,electron transfer activity
P05177,GO:0016491,molecular_function,oxidoreductase activity
P05177,GO:0016491,molecular_function,oxidoreductase activity
P05177,GO:0016705,molecular_function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
P05177,GO:0016712,molecular_function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
P05177,GO:0016712,molecular_function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
P05177,GO:0016712,molecular_function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
P05177,GO:0019899,molecular_function,enzyme binding
P05177,GO:0019899,molecular_function,enzyme binding
P05177,GO:0020037,molecular_function,heme binding
P05177,GO:0020037,molecular_function,heme binding
P05177,GO:0032451,molecular_function,demethylase activity
P05177,GO:0034875,molecular_function,caffeine oxidase activity
P05177,GO:0101020,molecular_function,estrogen 16-alpha-hydroxylase activity
P05177,GO:0101021,molecular_function,estrogen 2-hydroxylase activity
P05177,GO:0101021,molecular_function,estrogen 2-hydroxylase activity
P05177,GO:0101021,molecular_function,estrogen 2-hydroxylase activity
P05177,GO:0106256,molecular_function,hydroperoxy icosatetraenoate dehydratase activity
P05177,GO:0006706,biological_process,steroid catabolic process
P05177,GO:0006706,biological_process,steroid catabolic process
P05177,GO:0006805,biological_process,xenobiotic metabolic process
P05177,GO:0006805,biological_process,xenobiotic metabolic process
P05177,GO:0006805,biological_process,xenobiotic metabolic process
P05177,GO:0008202,biological_process,steroid metabolic process
P05177,GO:0008203,biological_process,cholesterol metabolic process
P05177,GO:0008210,biological_process,estrogen metabolic process
P05177,GO:0008210,biological_process,estrogen metabolic process
P05177,GO:0008210,biological_process,estrogen metabolic process
P05177,GO:0009403,biological_process,toxin biosynthetic process
P05177,GO:0009404,biological_process,toxin metabolic process
P05177,GO:0009820,biological_process,alkaloid metabolic process
P05177,GO:0016098,biological_process,monoterpenoid metabolic process
P05177,GO:0019369,biological_process,arachidonate metabolic process
P05177,GO:0019373,biological_process,epoxygenase P450 pathway
P05177,GO:0032259,biological_process,methylation
P05177,GO:0032787,biological_process,monocarboxylic acid metabolic process
P05177,GO:0034308,biological_process,primary alcohol metabolic process
P05177,GO:0042178,biological_process,xenobiotic catabolic process
P05177,GO:0042178,biological_process,xenobiotic catabolic process
P05177,GO:0042178,biological_process,xenobiotic catabolic process
P05177,GO:0042445,biological_process,hormone metabolic process
P05177,GO:0042572,biological_process,retinol metabolic process
P05177,GO:0042572,biological_process,retinol metabolic process
P05177,GO:0042759,biological_process,long-chain fatty acid biosynthetic process
P05177,GO:0042759,biological_process,long-chain fatty acid biosynthetic process
P05177,GO:0046222,biological_process,aflatoxin metabolic process
P05177,GO:0070989,biological_process,oxidative demethylation
P05177,GO:0097267,biological_process,omega-hydroxylase P450 pathway
P05177,GO:0120254,biological_process,olefinic compound metabolic process
P05177,GO:0005739,cellular_component,mitochondrion
P05177,GO:0005789,cellular_component,endoplasmic reticulum membrane
P05177,GO:0005789,cellular_component,endoplasmic reticulum membrane
P05177,GO:0005789,cellular_component,endoplasmic reticulum membrane
P05177,GO:0005789,cellular_component,endoplasmic reticulum membrane
P05177,GO:0005789,cellular_component,endoplasmic reticulum membrane
P05177,GO:0005789,cellular_component,endoplasmic reticulum membrane
P05177,GO:0005789,cellular_component,endoplasmic reticulum membrane
P05177,GO:0005789,cellular_component,endoplasmic reticulum membrane
P05177,GO:0005789,cellular_component,endoplasmic reticulum membrane
P05177,GO:0005789,cellular_component,endoplasmic reticulum membrane
P05177,GO:0005789,cellular_component,endoplasmic reticulum membrane
P05177,GO:0005789,cellular_component,endoplasmic reticulum membrane
P05177,GO:0005789,cellular_component,endoplasmic reticulum membrane
P05177,GO:0005789,cellular_component,endoplasmic reticulum membrane
P05177,GO:0005789,cellular_component,endoplasmic reticulum membrane
P05177,GO:0005789,cellular_component,endoplasmic reticulum membrane
P05177,GO:0005789,cellular_component,endoplasmic reticulum membrane
P05177,GO:0005789,cellular_component,endoplasmic reticulum membrane
P05177,GO:0043231,cellular_component,intracellular membrane-bounded organelle
P29274,GO:0001609,molecular_function,G protein-coupled adenosine receptor activity
P29274,GO:0001609,molecular_function,G protein-coupled adenosine receptor activity
P29274,GO:0001609,molecular_function,G protein-coupled adenosine receptor activity
P29274,GO:0001609,molecular_function,G protein-coupled adenosine receptor activity
P29274,GO:0004930,molecular_function,G protein-coupled receptor activity
P29274,GO:0005515,molecular_function,protein binding
P29274,GO:0005515,molecular_function,protein binding
P29274,GO:0005515,molecular_function,protein binding
P29274,GO:0005515,molecular_function,protein binding
P29274,GO:0005515,molecular_function,protein binding
P29274,GO:0005515,molecular_function,protein binding
P29274,GO:0005515,molecular_function,protein binding
P29274,GO:0005515,molecular_function,protein binding
P29274,GO:0005515,molecular_function,protein binding
P29274,GO:0005515,molecular_function,protein binding
P29274,GO:0005515,molecular_function,protein binding
P29274,GO:0005515,molecular_function,protein binding
P29274,GO:0005515,molecular_function,protein binding
P29274,GO:0005515,molecular_function,protein binding
P29274,GO:0005515,molecular_function,protein binding
P29274,GO:0005515,molecular_function,protein binding
P29274,GO:0005515,molecular_function,protein binding
P29274,GO:0005515,molecular_function,protein binding
P29274,GO:0005515,molecular_function,protein binding
P29274,GO:0005516,molecular_function,calmodulin binding
P29274,GO:0005516,molecular_function,calmodulin binding
P29274,GO:0005516,molecular_function,calmodulin binding
P29274,GO:0005516,molecular_function,calmodulin binding
P29274,GO:0008289,molecular_function,lipid binding
P29274,GO:0019899,molecular_function,enzyme binding
P29274,GO:0031802,molecular_function,type 5 metabotropic glutamate receptor binding
P29274,GO:0042802,molecular_function,identical protein binding
P29274,GO:0042802,molecular_function,identical protein binding
P29274,GO:0042802,molecular_function,identical protein binding
P29274,GO:0044877,molecular_function,protein-containing complex binding
P29274,GO:0051393,molecular_function,alpha-actinin binding
P29274,GO:0001963,biological_process,"synaptic transmission, dopaminergic"
P29274,GO:0001973,biological_process,G protein-coupled adenosine receptor signaling pathway
P29274,GO:0001973,biological_process,G protein-coupled adenosine receptor signaling pathway
P29274,GO:0006355,biological_process,regulation of DNA-templated transcription
P29274,GO:0006909,biological_process,phagocytosis
P29274,GO:0006915,biological_process,apoptotic process
P29274,GO:0006954,biological_process,inflammatory response
P29274,GO:0006968,biological_process,cellular defense response
P29274,GO:0007186,biological_process,G protein-coupled receptor signaling pathway
P29274,GO:0007188,biological_process,adenylate cyclase-modulating G protein-coupled receptor signaling pathway
P29274,GO:0007189,biological_process,adenylate cyclase-activating G protein-coupled receptor signaling pathway
P29274,GO:0007189,biological_process,adenylate cyclase-activating G protein-coupled receptor signaling pathway
P29274,GO:0007189,biological_process,adenylate cyclase-activating G protein-coupled receptor signaling pathway
P29274,GO:0007200,biological_process,phospholipase C-activating G protein-coupled receptor signaling pathway
P29274,GO:0007267,biological_process,cell-cell signaling
P29274,GO:0007271,biological_process,"synaptic transmission, cholinergic"
P29274,GO:0007417,biological_process,central nervous system development
P29274,GO:0007596,biological_process,blood coagulation
P29274,GO:0007600,biological_process,sensory perception
P29274,GO:0007626,biological_process,locomotory behavior
P29274,GO:0008015,biological_process,blood circulation
P29274,GO:0008285,biological_process,negative regulation of cell population proliferation
P29274,GO:0009410,biological_process,response to xenobiotic stimulus
P29274,GO:0014049,biological_process,positive regulation of glutamate secretion
P29274,GO:0014057,biological_process,"positive regulation of acetylcholine secretion, neurotransmission"
P29274,GO:0014061,biological_process,regulation of norepinephrine secretion
P29274,GO:0014074,biological_process,response to purine-containing compound
P29274,GO:0014074,biological_process,response to purine-containing compound
P29274,GO:0031000,biological_process,response to caffeine
P29274,GO:0035249,biological_process,"synaptic transmission, glutamatergic"
P29274,GO:0035810,biological_process,positive regulation of urine volume
P29274,GO:0042311,biological_process,vasodilation
P29274,GO:0042755,biological_process,eating behavior
P29274,GO:0043116,biological_process,negative regulation of vascular permeability
P29274,GO:0043279,biological_process,response to alkaloid
P29274,GO:0043524,biological_process,negative regulation of neuron apoptotic process
P29274,GO:0045938,biological_process,"positive regulation of circadian sleep/wake cycle, sleep"
P29274,GO:0048143,biological_process,astrocyte activation
P29274,GO:0048812,biological_process,neuron projection morphogenesis
P29274,GO:0050714,biological_process,positive regulation of protein secretion
P29274,GO:0051881,biological_process,regulation of mitochondrial membrane potential
P29274,GO:0051899,biological_process,membrane depolarization
P29274,GO:0051924,biological_process,regulation of calcium ion transport
P29274,GO:0051968,biological_process,"positive regulation of synaptic transmission, glutamatergic"
P29274,GO:0060079,biological_process,excitatory postsynaptic potential
P29274,GO:0060134,biological_process,prepulse inhibition
P29274,GO:0070374,biological_process,positive regulation of ERK1 and ERK2 cascade
P29274,GO:0099171,biological_process,presynaptic modulation of chemical synaptic transmission
P29274,GO:1900273,biological_process,positive regulation of long-term synaptic potentiation
P29274,GO:0005886,cellular_component,plasma membrane
P29274,GO:0005886,cellular_component,plasma membrane
P29274,GO:0098978,cellular_component,glutamatergic synapse
P29274,GO:0005882,cellular_component,intermediate filament
P29274,GO:0005886,cellular_component,plasma membrane
P29274,GO:0005886,cellular_component,plasma membrane
P29274,GO:0005886,cellular_component,plasma membrane
P29274,GO:0005886,cellular_component,plasma membrane
P29274,GO:0005886,cellular_component,plasma membrane
P29274,GO:0005886,cellular_component,plasma membrane
P29274,GO:0005886,cellular_component,plasma membrane
P29274,GO:0005886,cellular_component,plasma membrane
P29274,GO:0016020,cellular_component,membrane
P29274,GO:0016020,cellular_component,membrane
P29274,GO:0030424,cellular_component,axon
P29274,GO:0030425,cellular_component,dendrite
P29274,GO:0030673,cellular_component,axolemma
P29274,GO:0032279,cellular_component,asymmetric synapse
P29274,GO:0042734,cellular_component,presynaptic membrane
P29274,GO:0043025,cellular_component,neuronal cell body
P29274,GO:0045211,cellular_component,postsynaptic membrane
P29274,GO:0048786,cellular_component,presynaptic active zone
P30542,GO:0001609,molecular_function,G protein-coupled adenosine receptor activity
P30542,GO:0001609,molecular_function,G protein-coupled adenosine receptor activity
P30542,GO:0001609,molecular_function,G protein-coupled adenosine receptor activity
P30542,GO:0001664,molecular_function,G protein-coupled receptor binding
P30542,GO:0001664,molecular_function,G protein-coupled receptor binding
P30542,GO:0001883,molecular_function,purine nucleoside binding
P30542,GO:0004930,molecular_function,G protein-coupled receptor activity
P30542,GO:0005515,molecular_function,protein binding
P30542,GO:0005515,molecular_function,protein binding
P30542,GO:0005515,molecular_function,protein binding
P30542,GO:0005515,molecular_function,protein binding
P30542,GO:0005515,molecular_function,protein binding
P30542,GO:0005515,molecular_function,protein binding
P30542,GO:0005515,molecular_function,protein binding
P30542,GO:0031072,molecular_function,heat shock protein binding
P30542,GO:0031683,molecular_function,G-protein beta/gamma-subunit complex binding
P30542,GO:0032795,molecular_function,heterotrimeric G-protein binding
P30542,GO:0044877,molecular_function,protein-containing complex binding
P30542,GO:0046982,molecular_function,protein heterodimerization activity
P30542,GO:0001659,biological_process,temperature homeostasis
P30542,GO:0001666,biological_process,response to hypoxia
P30542,GO:0001973,biological_process,G protein-coupled adenosine receptor signaling pathway
P30542,GO:0002087,biological_process,regulation of respiratory gaseous exchange by nervous system process
P30542,GO:0002674,biological_process,negative regulation of acute inflammatory response
P30542,GO:0002793,biological_process,positive regulation of peptide secretion
P30542,GO:0003084,biological_process,positive regulation of systemic arterial blood pressure
P30542,GO:0003085,biological_process,negative regulation of systemic arterial blood pressure
P30542,GO:0006612,biological_process,protein targeting to membrane
P30542,GO:0006909,biological_process,phagocytosis
P30542,GO:0006954,biological_process,inflammatory response
P30542,GO:0007165,biological_process,signal transduction
P30542,GO:0007173,biological_process,epidermal growth factor receptor signaling pathway
P30542,GO:0007186,biological_process,G protein-coupled receptor signaling pathway
P30542,GO:0007186,biological_process,G protein-coupled receptor signaling pathway
P30542,GO:0007193,biological_process,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway
P30542,GO:0007267,biological_process,cell-cell signaling
P30542,GO:0007399,biological_process,nervous system development
P30542,GO:0008285,biological_process,negative regulation of cell population proliferation
P30542,GO:0014050,biological_process,negative regulation of glutamate secretion
P30542,GO:0014074,biological_process,response to purine-containing compound
P30542,GO:0016042,biological_process,lipid catabolic process
P30542,GO:0032229,biological_process,"negative regulation of synaptic transmission, GABAergic"
P30542,GO:0032244,biological_process,positive regulation of nucleoside transport
P30542,GO:0032900,biological_process,negative regulation of neurotrophin production
P30542,GO:0035306,biological_process,positive regulation of dephosphorylation
P30542,GO:0035589,biological_process,G protein-coupled purinergic nucleotide receptor signaling pathway
P30542,GO:0035589,biological_process,G protein-coupled purinergic nucleotide receptor signaling pathway
P30542,GO:0042311,biological_process,vasodilation
P30542,GO:0042321,biological_process,"negative regulation of circadian sleep/wake cycle, sleep"
P30542,GO:0042323,biological_process,"negative regulation of circadian sleep/wake cycle, non-REM sleep"
P30542,GO:0043066,biological_process,negative regulation of apoptotic process
P30542,GO:0043268,biological_process,positive regulation of potassium ion transport
P30542,GO:0043410,biological_process,positive regulation of MAPK cascade
P30542,GO:0045745,biological_process,positive regulation of G protein-coupled receptor signaling pathway
P30542,GO:0045776,biological_process,negative regulation of blood pressure
P30542,GO:0045777,biological_process,positive regulation of blood pressure
P30542,GO:0046888,biological_process,negative regulation of hormone secretion
P30542,GO:0050890,biological_process,cognition
P30542,GO:0050965,biological_process,detection of temperature stimulus involved in sensory perception of pain
P30542,GO:0050995,biological_process,negative regulation of lipid catabolic process
P30542,GO:0050996,biological_process,positive regulation of lipid catabolic process
P30542,GO:0051897,biological_process,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
P30542,GO:0051930,biological_process,regulation of sensory perception of pain
P30542,GO:0051967,biological_process,"negative regulation of synaptic transmission, glutamatergic"
P30542,GO:0055089,biological_process,fatty acid homeostasis
P30542,GO:0055117,biological_process,regulation of cardiac muscle contraction
P30542,GO:0060079,biological_process,excitatory postsynaptic potential
P30542,GO:0070328,biological_process,triglyceride homeostasis
P30542,GO:0086004,biological_process,regulation of cardiac muscle cell contraction
P30542,GO:0097190,biological_process,apoptotic signaling pathway
P30542,GO:0099509,biological_process,regulation of presynaptic cytosolic calcium ion concentration
P30542,GO:1900272,biological_process,negative regulation of long-term synaptic potentiation
P30542,GO:0005886,cellular_component,plasma membrane
P30542,GO:0005886,cellular_component,plasma membrane
P30542,GO:0030425,cellular_component,dendrite
P30542,GO:0044305,cellular_component,calyx of Held
P30542,GO:0045202,cellular_component,synapse
P30542,GO:0005886,cellular_component,plasma membrane
P30542,GO:0005886,cellular_component,plasma membrane
P30542,GO:0005886,cellular_component,plasma membrane
P30542,GO:0005886,cellular_component,plasma membrane
P30542,GO:0005886,cellular_component,plasma membrane
P30542,GO:0005886,cellular_component,plasma membrane
P30542,GO:0005886,cellular_component,plasma membrane
P30542,GO:0005886,cellular_component,plasma membrane
P30542,GO:0016020,cellular_component,membrane
P30542,GO:0016323,cellular_component,basolateral plasma membrane
P30542,GO:0030425,cellular_component,dendrite
P30542,GO:0030673,cellular_component,axolemma
P30542,GO:0032279,cellular_component,asymmetric synapse
P30542,GO:0042734,cellular_component,presynaptic membrane
P30542,GO:0043025,cellular_component,neuronal cell body
P30542,GO:0043195,cellular_component,terminal bouton
P30542,GO:0043197,cellular_component,dendritic spine
P30542,GO:0044297,cellular_component,cell body
P30542,GO:0045202,cellular_component,synapse
P30542,GO:0045211,cellular_component,postsynaptic membrane
P30542,GO:0048786,cellular_component,presynaptic active zone
P30542,GO:0140535,cellular_component,intracellular protein-containing complex
Q13315,GO:0006974,biological_process,DNA damage response
Q13315,GO:0036289,biological_process,peptidyl-serine autophosphorylation
Q13315,GO:0000781,cellular_component,"chromosome, telomeric region"
Q13315,GO:0004672,molecular_function,protein kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004674,molecular_function,protein serine/threonine kinase activity
Q13315,GO:0004677,molecular_function,DNA-dependent protein kinase activity
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0005515,molecular_function,protein binding
Q13315,GO:0016301,molecular_function,kinase activity
Q13315,GO:0016303,molecular_function,1-phosphatidylinositol-3-kinase activity
Q13315,GO:0035979,molecular_function,histone H2AXS139 kinase activity
Q13315,GO:0035979,molecular_function,histone H2AXS139 kinase activity
Q13315,GO:0042802,molecular_function,identical protein binding
Q13315,GO:0044877,molecular_function,protein-containing complex binding
Q13315,GO:0106310,molecular_function,protein serine kinase activity
Q13315,GO:0000077,biological_process,DNA damage checkpoint signaling
Q13315,GO:0000077,biological_process,DNA damage checkpoint signaling
Q13315,GO:0000077,biological_process,DNA damage checkpoint signaling
Q13315,GO:0000425,biological_process,pexophagy
Q13315,GO:0000723,biological_process,telomere maintenance
Q13315,GO:0000724,biological_process,double-strand break repair via homologous recombination
Q13315,GO:0000724,biological_process,double-strand break repair via homologous recombination
Q13315,GO:0000724,biological_process,double-strand break repair via homologous recombination
Q13315,GO:0000729,biological_process,DNA double-strand break processing
Q13315,GO:0000729,biological_process,DNA double-strand break processing
Q13315,GO:0002331,biological_process,pre-B cell allelic exclusion
Q13315,GO:0002331,biological_process,pre-B cell allelic exclusion
Q13315,GO:0006281,biological_process,DNA repair
Q13315,GO:0006302,biological_process,double-strand break repair
Q13315,GO:0006302,biological_process,double-strand break repair
Q13315,GO:0006302,biological_process,double-strand break repair
Q13315,GO:0006303,biological_process,double-strand break repair via nonhomologous end joining
Q13315,GO:0006338,biological_process,chromatin remodeling
Q13315,GO:0006974,biological_process,DNA damage response
Q13315,GO:0006974,biological_process,DNA damage response
Q13315,GO:0006974,biological_process,DNA damage response
Q13315,GO:0006974,biological_process,DNA damage response
Q13315,GO:0006974,biological_process,DNA damage response
Q13315,GO:0006974,biological_process,DNA damage response
Q13315,GO:0006974,biological_process,DNA damage response
Q13315,GO:0006974,biological_process,DNA damage response
Q13315,GO:0006974,biological_process,DNA damage response
Q13315,GO:0006974,biological_process,DNA damage response
Q13315,GO:0007094,biological_process,mitotic spindle assembly checkpoint signaling
Q13315,GO:0007095,biological_process,mitotic G2 DNA damage checkpoint signaling
Q13315,GO:0007127,biological_process,meiosis I
Q13315,GO:0007131,biological_process,reciprocal meiotic recombination
Q13315,GO:0007165,biological_process,signal transduction
Q13315,GO:0008630,biological_process,intrinsic apoptotic signaling pathway in response to DNA damage
Q13315,GO:0010212,biological_process,response to ionizing radiation
Q13315,GO:0010212,biological_process,response to ionizing radiation
Q13315,GO:0010212,biological_process,response to ionizing radiation
Q13315,GO:0010468,biological_process,regulation of gene expression
Q13315,GO:0010506,biological_process,regulation of autophagy
Q13315,GO:0010506,biological_process,regulation of autophagy
Q13315,GO:0010628,biological_process,positive regulation of gene expression
Q13315,GO:0030330,biological_process,"DNA damage response, signal transduction by p53 class mediator"
Q13315,GO:0030335,biological_process,positive regulation of cell migration
Q13315,GO:0030889,biological_process,negative regulation of B cell proliferation
Q13315,GO:0032210,biological_process,regulation of telomere maintenance via telomerase
Q13315,GO:0032210,biological_process,regulation of telomere maintenance via telomerase
Q13315,GO:0032212,biological_process,positive regulation of telomere maintenance via telomerase
Q13315,GO:0032212,biological_process,positive regulation of telomere maintenance via telomerase
Q13315,GO:0033554,biological_process,cellular response to stress
Q13315,GO:0034614,biological_process,cellular response to reactive oxygen species
Q13315,GO:0036092,biological_process,phosphatidylinositol-3-phosphate biosynthetic process
Q13315,GO:0042770,biological_process,signal transduction in response to DNA damage
Q13315,GO:0042770,biological_process,signal transduction in response to DNA damage
Q13315,GO:0042981,biological_process,regulation of apoptotic process
Q13315,GO:0043065,biological_process,positive regulation of apoptotic process
Q13315,GO:0043065,biological_process,positive regulation of apoptotic process
Q13315,GO:0043517,biological_process,"positive regulation of DNA damage response, signal transduction by p53 class mediator"
Q13315,GO:0045785,biological_process,positive regulation of cell adhesion
Q13315,GO:0045785,biological_process,positive regulation of cell adhesion
Q13315,GO:0045944,biological_process,positive regulation of transcription by RNA polymerase II
Q13315,GO:0045944,biological_process,positive regulation of transcription by RNA polymerase II
Q13315,GO:0046777,biological_process,protein autophosphorylation
Q13315,GO:0050821,biological_process,protein stabilization
Q13315,GO:0051726,biological_process,regulation of cell cycle
Q13315,GO:0071044,biological_process,histone mRNA catabolic process
Q13315,GO:0071300,biological_process,cellular response to retinoic acid
Q13315,GO:0071300,biological_process,cellular response to retinoic acid
Q13315,GO:0071480,biological_process,cellular response to gamma radiation
Q13315,GO:0071480,biological_process,cellular response to gamma radiation
Q13315,GO:0071481,biological_process,cellular response to X-ray
Q13315,GO:0071500,biological_process,cellular response to nitrosative stress
Q13315,GO:0080135,biological_process,regulation of cellular response to stress
Q13315,GO:0090398,biological_process,cellular senescence
Q13315,GO:0090399,biological_process,replicative senescence
Q13315,GO:0097694,biological_process,establishment of RNA localization to telomere
Q13315,GO:0097695,biological_process,establishment of protein-containing complex localization to telomere
Q13315,GO:1900034,biological_process,regulation of cellular response to heat
Q13315,GO:1901701,biological_process,cellular response to oxygen-containing compound
Q13315,GO:1901796,biological_process,regulation of signal transduction by p53 class mediator
Q13315,GO:1901796,biological_process,regulation of signal transduction by p53 class mediator
Q13315,GO:1901796,biological_process,regulation of signal transduction by p53 class mediator
Q13315,GO:1904262,biological_process,negative regulation of TORC1 signaling
Q13315,GO:1904262,biological_process,negative regulation of TORC1 signaling
Q13315,GO:1904262,biological_process,negative regulation of TORC1 signaling
Q13315,GO:1904354,biological_process,negative regulation of telomere capping
Q13315,GO:1904358,biological_process,positive regulation of telomere maintenance via telomere lengthening
Q13315,GO:1904358,biological_process,positive regulation of telomere maintenance via telomere lengthening
Q13315,GO:1904358,biological_process,positive regulation of telomere maintenance via telomere lengthening
Q13315,GO:1904884,biological_process,positive regulation of telomerase catalytic core complex assembly
Q13315,GO:2000781,biological_process,positive regulation of double-strand break repair
